user_id,age,gender,occupation,zip_code,age_group,username
565,40,M,student,55422,35-49,Megan Whistler
566,20,M,student,14627,18-24,Richard Gregory
567,24,M,entertainment,10003,18-24,Cory Johnson
568,39,M,educator,01915,35-49,Roberta Reed
569,34,M,educator,91903,25-34,Troy Norrod
570,26,M,educator,14627,25-34,Marsha Ross
571,34,M,artist,01945,25-34,Eugene Hopper
572,51,M,educator,20003,50-64,Margaret Ballard
573,68,M,retired,48911,65+,Kenneth Karlin
574,56,M,educator,53188,50-64,Scottie Shanholtz
575,33,M,marketing,46032,25-34,Elizabeth Brothers
576,48,M,executive,98281,35-49,Neil Bertrand
577,36,F,student,77845,35-49,Lelia Hendrix
578,31,M,administrator,M7A1A,25-34,Jessica Collins
579,32,M,educator,48103,25-34,Linda Hendricks
580,16,M,student,17961,Under 18,Tracy Alberson
581,37,M,other,94131,35-49,Ramon Dotson
582,17,M,student,93003,Under 18,Michael Moore
583,44,M,engineer,29631,35-49,Gary Cramblit
584,25,M,student,27511,25-34,James Rose
585,69,M,librarian,98501,65+,Lisa Denardo
586,20,M,student,79508,18-24,Marion Strickland
587,26,M,other,14216,25-34,Lisa Wohlert
588,18,F,student,93063,18-24,Jeremy Mohmed
589,21,M,lawyer,90034,18-24,Marilyn Lahr
590,50,M,educator,82435,50-64,Donna Mcdowell
591,57,F,librarian,92093,50-64,Kevin Coyle
592,18,M,student,97520,18-24,Julia Romero
593,31,F,educator,68767,25-34,David Felix
594,46,M,educator,M4J2K,35-49,Brooke Kendrick
595,25,M,programmer,31909,25-34,Mathew King
596,20,M,artist,77073,18-24,Ann Morris
597,23,M,other,84116,18-24,Leo Sumner
598,40,F,marketing,43085,35-49,Mark Keith
599,22,F,student,R3T5K,18-24,Martha Anderson
600,34,M,programmer,02320,25-34,Antonio Thomas
601,19,F,artist,99687,18-24,Leslie Hayden
602,47,F,other,34656,35-49,Margery Roberts
603,21,M,programmer,47905,18-24,Marjorie Vanzandt
604,39,M,educator,11787,35-49,Violeta Mcnamee
605,33,M,engineer,33716,25-34,Brenda Miles
606,28,M,programmer,63044,25-34,Dawn Matthews
607,49,F,healthcare,02154,35-49,Christine Hudson
608,22,M,other,10003,18-24,John Curtis
609,13,F,student,55106,Under 18,Mary Arata
610,22,M,student,21227,18-24,Barbra Footman
611,46,M,librarian,77008,35-49,Margaret Rather
612,36,M,educator,79070,35-49,Lynda Johnson
613,37,F,marketing,29678,35-49,Steven Rouse
614,54,M,educator,80227,50-64,Merle Worker
615,38,M,educator,27705,35-49,Jose Lucky
616,55,M,scientist,50613,50-64,Earline Flores
617,27,F,writer,11201,25-34,Jean Santillo
618,15,F,student,44212,Under 18,Paige Crowder
619,17,M,student,44134,Under 18,Marie Hayes
620,18,F,writer,81648,18-24,Arthur Baker
621,17,M,student,60402,Under 18,Elizabeth Jordan
622,25,M,programmer,14850,25-34,Betty Norman
623,50,F,educator,60187,50-64,Elizabeth Clayton
624,19,M,student,30067,18-24,Annie Holben
625,27,M,programmer,20723,25-34,Enrique Richards
626,23,M,scientist,19807,18-24,Julia Wengel
627,24,M,engineer,08034,18-24,Lola Begin
628,13,M,none,94306,Under 18,Shirley Perea
629,46,F,other,44224,35-49,Sallie Garrison
630,26,F,healthcare,55408,25-34,Xavier Mccue
631,18,F,student,38866,18-24,Brian Foley
632,18,M,student,55454,18-24,Penny Isbell
633,35,M,programmer,55414,35-49,Kathleen Mccoy
634,39,M,engineer,T8H1N,35-49,Lynne Powell
635,22,M,other,23237,18-24,Kristina Brandwein
636,47,M,educator,48043,35-49,Betty Cacy
637,30,M,other,74101,25-34,Nicole Mitchell
638,45,M,engineer,01940,35-49,Victoria Dagostino
639,42,F,librarian,12065,35-49,Cora Oneal
640,20,M,student,61801,18-24,Micheal Stevens
641,24,M,student,60626,18-24,Kyle Dunaway
642,18,F,student,95521,18-24,Julie Paquette
643,39,M,scientist,55122,35-49,Arthur Cooper
644,51,M,retired,63645,50-64,Daniel Butters
645,27,M,programmer,53211,25-34,Yolanda Pacheco
646,17,F,student,51250,Under 18,Sheila Hauman
647,40,M,educator,45810,35-49,Arturo Williams
648,43,M,engineer,91351,35-49,Gary Phelps
649,20,M,student,39762,18-24,Michael Barrera
650,42,M,engineer,83814,35-49,Myrtie Devries
651,65,M,retired,02903,65+,Laverne Bullock
652,35,M,other,22911,35-49,Phyllis Barfield
653,31,M,executive,55105,25-34,Alex Brantner
654,27,F,student,78739,25-34,Latanya Kelly
655,50,F,healthcare,60657,50-64,Charles Rector
656,48,M,educator,10314,35-49,Kevin Mccullers
657,26,F,none,78704,25-34,Carla Mcgowan
658,33,M,programmer,92626,25-34,Thad Spanton
659,31,M,educator,54248,25-34,Luis Harman
660,26,M,student,77380,25-34,Mary Read
661,28,M,programmer,98121,25-34,Esther Adame
662,55,M,librarian,19102,50-64,Anne Stout
663,26,M,other,19341,25-34,Andrew Rancourt
664,30,M,engineer,94115,25-34,Jessica Johnson
665,25,M,administrator,55412,25-34,Laura Crown
666,44,M,administrator,61820,35-49,Christina Mitchell
667,35,M,librarian,01970,35-49,Evelyn Rivero
668,29,F,writer,10016,25-34,Joseph Robinson
669,37,M,other,20009,35-49,Michael Goins
670,30,M,technician,21114,25-34,Georgia Leitner
671,21,M,programmer,91919,18-24,Bernice Twyman
672,54,F,administrator,90095,50-64,Trudy Pille
673,51,M,educator,22906,50-64,Teresa Heinlein
674,13,F,student,55337,Under 18,Willie Park
675,34,M,other,28814,25-34,Andrew Ormsby
676,30,M,programmer,32712,25-34,Steven Frazier
677,20,M,other,99835,18-24,Frankie Trias
678,50,M,educator,61462,50-64,Robert Chavez
679,20,F,student,54302,18-24,Douglas Eldridge
680,33,M,lawyer,90405,25-34,Michael Houchens
681,44,F,marketing,97208,35-49,Kris Lambert
682,23,M,programmer,55128,18-24,Frank Berntson
683,42,M,librarian,23509,35-49,Sherry Stallworth
684,28,M,student,55414,25-34,Kyle Ivy
685,32,F,librarian,55409,25-34,Chris Fernandez
686,32,M,educator,26506,25-34,Robert Foley
687,31,F,healthcare,27713,25-34,Charles Rowell
688,37,F,administrator,60476,35-49,Margaret Bartlett
689,25,M,other,45439,25-34,Kathy Brown
690,35,M,salesman,63304,35-49,Carey Greene
691,34,M,educator,60089,25-34,Andrea Rodriguez
692,34,M,engineer,18053,25-34,Dennis Buman
693,43,F,healthcare,85210,35-49,Nita Fountain
694,60,M,programmer,06365,50-64,Ted Roman
695,26,M,writer,38115,25-34,Helen Taylor
696,55,M,other,94920,50-64,Tracey Langer
697,25,M,other,77042,25-34,Joseph Bos
698,28,F,programmer,06906,25-34,Stanton Barbosa
699,44,M,other,96754,35-49,Melinda Hamlet
700,17,M,student,76309,Under 18,Edwardo Szymanski
701,51,F,librarian,56321,50-64,Richard Watkins
702,37,M,other,89104,35-49,Robert Weatherspoon
703,26,M,educator,49512,25-34,Kevin Remaley
704,51,F,librarian,91105,50-64,Donald Anglin
705,21,F,student,54494,18-24,Donald Flores
706,23,M,student,55454,18-24,Frederick Vasquez
707,56,F,librarian,19146,50-64,Stephanie Hernandez
708,26,F,homemaker,96349,25-34,Peggy Thorne
709,21,M,other,N4T1A,18-24,Luz Wheeler
710,19,M,student,92020,18-24,George Garceau
711,22,F,student,15203,18-24,Kenneth Pagan
712,22,F,student,54901,18-24,Tara Williams
713,42,F,other,07204,35-49,Chris Carmona
714,26,M,engineer,55343,25-34,Karen Dutton
715,21,M,technician,91206,18-24,Sun Mimbs
716,36,F,administrator,44265,35-49,Jimmy Jones
717,24,M,technician,84105,18-24,Jose Wright
718,42,M,technician,64118,35-49,Mildred Obrien
719,37,F,other,V0R2H,35-49,Bryce Schmitz
720,49,F,administrator,16506,35-49,Cora Emerson
721,24,F,entertainment,11238,18-24,Roy Ward
722,50,F,homemaker,17331,50-64,Kenneth Cavanagh
723,26,M,executive,94403,25-34,Darlene Taylor
724,31,M,executive,40243,25-34,Chad Kelly
725,21,M,student,91711,18-24,Tracy Puulei
726,25,F,administrator,80538,25-34,Christine Walton
727,25,M,student,78741,25-34,Linda Apadoca
728,58,M,executive,94306,50-64,Scott Mitchell
729,19,M,student,56567,18-24,Lois Smith
730,31,F,scientist,32114,25-34,Denise Wilson
731,41,F,educator,70403,35-49,Andrew Combest
732,28,F,other,98405,25-34,Marsha Bryant
733,44,F,other,60630,35-49,Timothy Hampton
734,25,F,other,63108,25-34,Donna Lynn
735,29,F,healthcare,85719,25-34,Michael Sanville
736,48,F,writer,94618,35-49,Jacqueline Terry
737,30,M,programmer,98072,25-34,Lester Johnson
738,35,M,technician,95403,35-49,Carolyn Mcallister
739,35,M,technician,73162,35-49,Shirley Sims
740,25,F,educator,22206,25-34,Tyrone Cotton
741,25,M,writer,63108,25-34,Harold Mandrell
742,35,M,student,29210,35-49,Patrice Burnside
743,31,M,programmer,92660,25-34,Beatrice Johnson
744,35,M,marketing,47024,35-49,John Schaus
745,42,M,writer,55113,35-49,Patrick Rosado
746,25,M,engineer,19047,25-34,Emily Dennis
747,19,M,other,93612,18-24,Marcelino Drennan
748,28,M,administrator,94720,25-34,Marvin Lucas
749,33,M,other,80919,25-34,Nicole Horn
750,28,M,administrator,32303,25-34,Earle Lane
751,24,F,other,90034,18-24,Judith Pope
752,60,M,retired,21201,50-64,Matthew Damelio
753,56,M,salesman,91206,50-64,John Robertson
754,59,F,librarian,62901,50-64,James Hernandez
755,44,F,educator,97007,35-49,Frank Rowe
756,30,F,none,90247,25-34,Cindy Kulesza
757,26,M,student,55104,25-34,Joni Hagen
758,27,M,student,53706,25-34,Herman Dixon
759,20,F,student,68503,18-24,Duane Banner
760,35,F,other,14211,35-49,Frank Steele
761,17,M,student,97302,Under 18,George Hoffman
762,32,M,administrator,95050,25-34,Karen Bratcher
763,27,M,scientist,02113,25-34,Karmen Mccarty
764,27,F,educator,62903,25-34,Mary Ezell
765,31,M,student,33066,25-34,Pamela Bottom
766,42,M,other,10960,35-49,Peggy Johnson
767,70,M,engineer,00000,65+,Kevin Enoch
768,29,M,administrator,12866,25-34,Beverly Doty
769,39,M,executive,06927,35-49,Jason Hopper
770,28,M,student,14216,25-34,Keith Bergen
771,26,M,student,15232,25-34,Brett Sellers
772,50,M,writer,27105,50-64,Catherine Fair
773,20,M,student,55414,18-24,Brad Hagens
774,30,M,student,80027,25-34,Amber Groover
775,46,M,executive,90036,35-49,Isabelle Escobedo
776,30,M,librarian,51157,25-34,Karyl Thomas
777,63,M,programmer,01810,50-64,Eric Henline
778,34,M,student,01960,25-34,Floyd Allison
779,31,M,student,K7L5J,25-34,Beatrice Garvey
780,49,M,programmer,94560,35-49,Ruben Khan
781,20,M,student,48825,18-24,Mindy Nutt
782,21,F,artist,33205,18-24,Walter Cronin
783,30,M,marketing,77081,25-34,Stewart Varela
784,47,M,administrator,91040,35-49,Mary Hollingshead
785,32,M,engineer,23322,25-34,Moises Fitzgerald
786,36,F,engineer,01754,35-49,Rodney Holcomb
787,18,F,student,98620,18-24,Jessica Duncan
788,51,M,administrator,05779,50-64,Shirley Edwards
789,29,M,other,55420,25-34,Clifford Vargas
790,27,M,technician,80913,25-34,Larry Berner
791,31,M,educator,20064,25-34,Daniel Wright
792,40,M,programmer,12205,35-49,Karen Rodriguez
793,22,M,student,85281,18-24,David Hale
794,32,M,educator,57197,25-34,Gary Sinclair
795,30,M,programmer,08610,25-34,Daniel Ledwig
796,32,F,writer,33755,25-34,Frankie Gehl
797,44,F,other,62522,35-49,Tracy Vinson
798,40,F,writer,64131,35-49,Randy Feldhaus
799,49,F,administrator,19716,35-49,Robert Blasko
800,25,M,programmer,55337,25-34,Theresa Bascomb
801,22,M,writer,92154,18-24,Carlton Hohman
802,35,M,administrator,34105,35-49,Dottie Crow
803,70,M,administrator,78212,65+,Betty Ladouceur
804,39,M,educator,61820,35-49,Rosana Stollsteimer
805,27,F,other,20009,25-34,Charles Hewitt
806,27,M,marketing,11217,25-34,Jerry Maasch
807,41,F,healthcare,93555,35-49,Phyllis Reyes
808,45,M,salesman,90016,35-49,Eldridge Graham
809,50,F,marketing,30803,50-64,Raymond Pace
810,55,F,other,80526,50-64,Susan Paul
811,40,F,educator,73013,35-49,Allen Evans
812,22,M,technician,76234,18-24,Velma Larson
813,14,F,student,02136,Under 18,Sherry Palmieri
814,30,M,other,12345,25-34,Sarita Bowley
815,32,M,other,28806,25-34,Randolph Halbert
816,34,M,other,20755,25-34,Richard Merrifield
817,19,M,student,60152,18-24,Edward Alligood
818,28,M,librarian,27514,25-34,Randy Alonzo
819,59,M,administrator,40205,50-64,Elsie Deloy
820,22,M,student,37725,18-24,Raymond Roberson
821,37,M,engineer,77845,35-49,George Mcnatt
822,29,F,librarian,53144,25-34,Lorene Dion
823,27,M,artist,50322,25-34,Julia Clapp
824,31,M,other,15017,25-34,Charles Korando
825,44,M,engineer,05452,35-49,Lowell Cockrill
826,28,M,artist,77048,25-34,Aaron Dixson
827,23,F,engineer,80228,18-24,Ana Storm
828,28,M,librarian,85282,25-34,Aaron Sexton
829,48,M,writer,80209,35-49,Carlos Cooper
830,46,M,programmer,53066,35-49,Michael Logan
831,21,M,other,33765,18-24,George Vasquez
832,24,M,technician,77042,18-24,Kathryn Davis
833,34,M,writer,90019,25-34,Geraldine Peterson
834,26,M,other,64153,25-34,Richard Preslipsky
835,44,F,executive,11577,35-49,Jennifer Talley
836,44,M,artist,10018,35-49,Cathy Clark
837,36,F,artist,55409,35-49,Lori Klyce
838,23,M,student,01375,18-24,Amanda Nash
839,38,F,entertainment,90814,35-49,Don Bieker
840,39,M,artist,55406,35-49,Robert Tagliarini
841,45,M,doctor,47401,35-49,Christopher Butler
842,40,M,writer,93055,35-49,Joseph Leyva
843,35,M,librarian,44212,35-49,Sheila Mcpherson
844,22,M,engineer,95662,18-24,Sharon Lipson
845,64,M,doctor,97405,50-64,Gloria Turner
846,27,M,lawyer,47130,25-34,Marion Murphy
847,29,M,student,55417,25-34,Christopher Loud
848,46,M,engineer,02146,35-49,Robert Williams
849,15,F,student,25652,Under 18,Hyun Odonnell
850,34,M,technician,78390,25-34,Leonard Porter
851,18,M,other,29646,18-24,John Good
852,46,M,administrator,94086,35-49,Mona Habbyshaw
853,49,M,writer,40515,35-49,Barbara Pena
854,29,F,student,55408,25-34,Nathaniel Layman
855,53,M,librarian,04988,50-64,Juan Root
856,43,F,marketing,97215,35-49,Joseph Fisher
857,35,F,administrator,V1G4L,35-49,Harry Moore
858,63,M,educator,09645,50-64,Karen Toomey
859,18,F,other,06492,18-24,Stanley Martinez
860,70,F,retired,48322,65+,Cindy Krause
861,38,F,student,14085,35-49,Gayla Hurst
862,25,M,executive,13820,25-34,Kenneth Hannah
863,17,M,student,60089,Under 18,Edward Bojorquez
864,27,M,programmer,63021,25-34,Juan Fleming
865,25,M,artist,11231,25-34,Irene Gimbel
866,45,M,other,60302,35-49,Curt Hupper
867,24,M,scientist,92507,18-24,Thomas Hopkins
868,21,M,programmer,55303,18-24,Richard Miller
869,30,M,student,10025,25-34,Barbara Womble
870,22,M,student,65203,18-24,Rebecca Davis
871,31,M,executive,44648,25-34,Dianna Hoskinson
872,19,F,student,74078,18-24,Christy Myers
873,48,F,administrator,33763,35-49,Aleen Metzger
874,36,M,scientist,37076,35-49,Mary Haas
875,24,F,student,35802,18-24,Nancy Burton
876,41,M,other,20902,35-49,Thomas Green
877,30,M,other,77504,25-34,Marilyn Flores
878,50,F,educator,98027,50-64,Freddy Jones
879,33,F,administrator,55337,25-34,Paul Rudzinski
880,13,M,student,83702,Under 18,William Kee
881,39,M,marketing,43017,35-49,Justin Pierce
882,35,M,engineer,40503,35-49,Patrick Carnagey
883,49,M,librarian,50266,35-49,Dennis Marrero
884,44,M,engineer,55337,35-49,Kathern Vazquez
885,30,F,other,95316,25-34,David Avellino
886,20,M,student,61820,18-24,Genevieve Morris
887,14,F,student,27249,Under 18,Rena Richard
888,41,M,scientist,17036,35-49,Richard Crain
889,24,M,technician,78704,18-24,Tammy Comer
890,32,M,student,97301,25-34,Errol Davis
891,51,F,administrator,03062,50-64,Elizabeth Reese
892,36,M,other,45243,35-49,Erin Sands
893,25,M,student,95823,25-34,Mary Southwick
894,47,M,educator,74075,35-49,Colleen Moore
895,31,F,librarian,32301,25-34,Gwyneth Lemon
896,28,M,writer,91505,25-34,Larry Adams
897,30,M,other,33484,25-34,Margaret Buchanan
898,23,M,homemaker,61755,18-24,Felipe Hall
899,32,M,other,55116,25-34,Mildred Cassidy
900,60,M,retired,18505,50-64,Cindy Slaughter
901,38,M,executive,L1V3W,35-49,Gena Rogers
902,45,F,artist,97203,35-49,Lisha Venable
903,28,M,educator,20850,25-34,Mark Stiltner
904,17,F,student,61073,Under 18,Bertha Gray
905,27,M,other,30350,25-34,Charles Murach
906,45,M,librarian,70124,35-49,Edward Wethington
907,25,F,other,80526,25-34,Ronald Cofer
908,44,F,librarian,68504,35-49,Mario Jones
909,50,F,educator,53171,50-64,Inez Hirsch
910,28,M,healthcare,29301,25-34,Angelia James
911,37,F,writer,53210,35-49,Barbara Gallaway
912,51,M,other,06512,50-64,Lauren Adkins
913,27,M,student,76201,25-34,Wilburn Green
914,44,F,other,08105,35-49,Raymond Mendoza
915,50,M,entertainment,60614,50-64,Mildred Gray
916,27,M,engineer,N2L5N,25-34,Gerald Lundy
917,22,F,student,20006,18-24,George Donart
918,40,M,scientist,70116,35-49,Kristine Guerin
919,25,M,other,14216,25-34,Tonya Strode
920,30,F,artist,90008,25-34,Larry Avera
921,20,F,student,98801,18-24,Irma Bream
922,29,F,administrator,21114,25-34,Louise Mccabe
923,21,M,student,E2E3R,18-24,Steven Vetrano
924,29,M,other,11753,25-34,Shari Peterson
925,18,F,salesman,49036,18-24,Steven Eckenrode
926,49,M,entertainment,01701,35-49,Brian Gonzalez
927,23,M,programmer,55428,18-24,Deana Smith
928,21,M,student,55408,18-24,George Lee
929,44,M,scientist,53711,35-49,Michael Crawford
930,28,F,scientist,07310,25-34,Maria Grimes
931,60,M,educator,33556,50-64,Betty Faunce
932,58,M,educator,06437,50-64,Graham Aragon
933,28,M,student,48105,25-34,Andrea Blackwell
934,61,M,engineer,22902,50-64,Andrew Carr
935,42,M,doctor,66221,35-49,Deborah Williams
936,24,M,other,32789,18-24,John Hirsch
937,48,M,educator,98072,35-49,Bob Hazelwood
938,38,F,technician,55038,35-49,Christine Kim
939,26,F,student,33319,25-34,Maria Cogdill
940,32,M,administrator,02215,25-34,Nick Whitchurch
941,20,M,student,97229,18-24,Margaret Kosco
942,48,F,librarian,78209,35-49,Dewayne Shafer
943,22,M,student,77841,18-24,James Schwartz
